Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Date,Year,Month,Day,Weekday,Temperature Difference,Power [W],Wear Category,RPM_Torque_Ratio,Air_Process_Interaction,Temperature_Wear_Interaction,ToolWear_roll_mean_1_hours,ToolWear_roll_mean_6_hours,ToolWear_roll_mean_12_hours,ToolWear_roll_mean_24_hours
M,297.1,308.4,1583,38.2,150,0,No Failure,2024-01-13 19:00:00,2024,1,13,Saturday,11.299999999999955,6332.795743967829,Medium,41.43979057591623,91625.64,46260.0,143.5,116.25,79.91666666666667,118.26041666666667
L,297.1,308.4,1304,53.5,153,0,No Failure,2024-01-13 19:15:00,2024,1,13,Saturday,11.299999999999955,7306.0489276139415,High,24.373831775700936,91625.64,47185.2,146.25,119.20833333333333,82.75,118.54166666666667
M,297.1,308.4,1880,23.5,155,0,No Failure,2024-01-13 19:30:00,2024,1,13,Saturday,11.299999999999955,4626.7593833780165,High,80.0,91625.64,47802.0,149.25,122.08333333333333,85.60416666666667,118.83333333333333
M,297.2,308.5,1604,40.7,158,0,No Failure,2024-01-13 19:45:00,2024,1,13,Saturday,11.300000000000011,6836.7543565683645,High,39.41031941031941,91686.2,48743.0,151.5,124.95833333333333,88.39583333333333,119.125
L,297.2,308.6,1500,37.1,161,0,No Failure,2024-01-13 20:00:00,2024,1,13,Saturday,11.400000000000034,5827.957439678285,High,40.43126684636118,91715.92,49684.600000000006,154.0,127.875,91.20833333333333,119.41666666666667
M,297.2,308.5,1364,55.6,163,0,No Failure,2024-01-13 20:15:00,2024,1,13,Saturday,11.300000000000011,7942.191689008044,High,24.532374100719423,91686.2,50285.5,156.75,130.70833333333334,94.04166666666667,119.70833333333333
H,297.1,308.4,1654,31.4,171,0,No Failure,2024-01-13 20:45:00,2024,1,13,Saturday,11.299999999999955,5438.966152815014,High,52.675159235668794,91625.64,52736.399999999994,159.25,133.5,96.875,120.0
H,297.1,308.4,1359,46.6,176,0,No Failure,2024-01-13 21:00:00,2024,1,13,Saturday,11.299999999999955,6632.184148793566,High,29.163090128755364,91625.64,54278.399999999994,163.25,136.33333333333334,99.83333333333333,120.35416666666667
M,297.1,308.4,1502,37.3,181,0,No Failure,2024-01-13 21:15:00,2024,1,13,Saturday,11.299999999999955,5867.1875,High,40.26809651474531,91625.64,55820.399999999994,167.75,139.29166666666666,102.85416666666667,120.73958333333333
M,297.1,308.4,1615,32.6,184,0,No Failure,2024-01-13 21:30:00,2024,1,13,Saturday,11.299999999999955,5513.677111260054,High,49.5398773006135,91625.64,56745.6,172.75,142.25,105.9375,121.15625
H,297.2,308.5,1482,39.3,187,0,No Failure,2024-01-13 21:45:00,2024,1,13,Saturday,11.300000000000011,6099.467995978553,High,37.70992366412214,91686.2,57689.5,178.0,145.25,109.02083333333333,121.57291666666667
L,297.2,308.6,1636,31.3,192,0,No Failure,2024-01-13 22:00:00,2024,1,13,Saturday,11.400000000000034,5362.642426273459,High,52.26837060702875,91715.92,59251.200000000004,182.0,148.25,112.125,121.98958333333333
M,297.1,308.5,1621,32.4,194,0,No Failure,2024-01-13 22:15:00,2024,1,13,Saturday,11.399999999999977,5500.209450402144,High,50.03086419753087,91655.35,59849.0,186.0,151.33333333333334,115.27083333333333,122.4375
L,297.1,308.4,1468,44.4,197,0,No Failure,2024-01-13 22:30:00,2024,1,13,Saturday,11.299999999999955,6825.904825737265,High,33.06306306306306,91625.64,60754.799999999996,189.25,154.41666666666666,118.41666666666667,122.88541666666667
M,297.1,308.4,1432,53.4,199,0,No Failure,2024-01-13 22:45:00,2024,1,13,Saturday,11.299999999999955,8008.210455764075,High,26.816479400749063,91625.64,61371.6,192.5,157.54166666666666,121.5625,123.34375
L,297.1,308.4,1726,28.4,202,0,No Failure,2024-01-13 23:00:00,2024,1,13,Saturday,11.299999999999955,5133.461796246648,Very High,60.774647887323944,91625.64,62296.799999999996,195.5,160.66666666666666,124.6875,123.80208333333333
M,297.1,308.4,1588,33.4,204,0,No Failure,2024-01-13 23:15:00,2024,1,13,Saturday,11.299999999999955,5554.540884718498,Very High,47.54491017964072,91625.64,62913.6,198.0,163.79166666666666,127.83333333333333,124.27083333333333
H,297.2,308.5,1653,33.3,207,0,No Failure,2024-01-13 23:30:00,2024,1,13,Saturday,11.300000000000011,5764.588220509383,Very High,49.63963963963965,91686.2,63859.5,200.5,166.875,130.95833333333334,124.73958333333333
L,297.2,308.5,1513,42.9,212,0,No Failure,2024-01-13 23:45:00,2024,1,13,Saturday,11.300000000000011,6797.471933646112,Very High,35.26806526806527,91686.2,65402.0,203.0,170.0,134.08333333333334,125.20833333333333
L,297.2,308.6,1489,40.2,214,0,No Failure,2024-01-14 00:00:00,2024,1,14,Sunday,11.400000000000034,6268.6201407506705,Very High,37.039800995024876,91715.92,66040.40000000001,206.25,173.20833333333334,137.25,125.70833333333333
L,297.3,308.7,1467,36.8,216,0,No Failure,2024-01-14 00:15:00,2024,1,14,Sunday,11.399999999999977,5653.6528150134045,Very High,39.86413043478261,91776.51,66679.2,209.25,176.41666666666666,140.39583333333334,126.20833333333333
L,297.3,308.7,1549,36.1,218,0,No Failure,2024-01-14 00:30:00,2024,1,14,Sunday,11.399999999999977,5856.118046246649,Very High,42.908587257617725,91776.51,67296.59999999999,212.25,179.625,143.47916666666666,126.70833333333333
M,297.4,308.8,1359,48.7,220,0,No Failure,2024-01-14 00:45:00,2024,1,14,Sunday,11.400000000000034,6931.059400134049,Very High,27.90554414784394,91837.12,67936.0,215.0,182.83333333333334,146.54166666666666,127.20833333333333
L,297.5,308.8,1533,41.5,223,0,No Failure,2024-01-14 01:00:00,2024,1,14,Sunday,11.300000000000011,6662.564929624665,Very High,36.93975903614458,91868.0,68862.40000000001,217.0,185.91666666666666,149.58333333333334,127.70833333333333
L,297.5,308.8,1309,57.3,0,0,No Failure,2024-01-14 01:15:00,2024,1,14,Sunday,11.300000000000011,7854.987014075066,Very Low,22.844677137870857,91868.0,0.0,219.25,189.04166666666666,152.64583333333334,128.1875
H,297.5,308.8,1430,49.4,2,0,No Failure,2024-01-14 01:30:00,2024,1,14,Sunday,11.300000000000011,7397.997654155496,Very Low,28.947368421052634,91868.0,617.6,165.25,182.79166666666666,151.0,126.32291666666667
H,297.5,308.9,1419,50.7,7,0,No Failure,2024-01-14 01:45:00,2024,1,14,Sunday,11.399999999999977,7534.276558310992,Very Low,27.988165680473372,91897.75,2162.2999999999997,111.25,176.5,149.29166666666666,124.42708333333333
M,297.5,308.9,1535,37.7,12,0,No Failure,2024-01-14 02:00:00,2024,1,14,Sunday,11.399999999999977,6060.395023458445,Very Low,40.716180371352785,91897.75,3706.7999999999997,58.0,170.33333333333334,147.64583333333334,122.53125
L,297.5,308.9,1466,43.0,15,0,No Failure,2024-01-14 02:15:00,2024,1,14,Sunday,11.399999999999977,6601.667225201072,Very Low,34.093023255813954,91897.75,4633.5,5.25,164.25,146.0625,120.66666666666667
L,297.5,308.9,1427,50.4,17,0,No Failure,2024-01-14 02:30:00,2024,1,14,Sunday,11.399999999999977,7531.9202412868635,Very Low,28.313492063492063,91897.75,5251.299999999999,9.0,158.16666666666666,144.4375,118.8125
M,297.5,308.9,1280,48.5,19,0,No Failure,2024-01-14 02:45:00,2024,1,14,Sunday,11.399999999999977,6501.340482573726,Very Low,26.391752577319586,91897.75,5869.099999999999,12.75,152.08333333333334,142.79166666666666,116.95833333333333
L,297.6,309.0,1528,33.8,22,0,No Failure,2024-01-14 03:00:00,2024,1,14,Sunday,11.399999999999977,5408.679624664879,Very Low,45.20710059171598,91958.40000000001,6798.0,15.75,145.75,141.04166666666666,115.07291666666667
H,297.6,309.0,1885,25.2,24,0,No Failure,2024-01-14 03:15:00,2024,1,14,Sunday,11.399999999999977,4974.6565013404825,Very Low,74.8015873015873,91958.40000000001,7416.0,18.25,139.33333333333334,139.3125,113.19791666666667
H,297.8,309.2,1648,33.0,29,0,No Failure,2024-01-14 03:30:00,2024,1,14,Sunday,11.399999999999977,5695.375335120643,Very Low,49.93939393939394,92079.76,8966.8,20.5,132.79166666666666,137.52083333333334,111.32291666666667
L,297.8,309.2,1400,56.9,34,0,No Failure,2024-01-14 03:45:00,2024,1,14,Sunday,11.399999999999977,8342.409517426273,Very Low,24.60456942003515,92079.76,10512.8,23.5,126.33333333333333,135.79166666666666,109.47916666666667
L,297.9,309.4,1558,35.7,39,0,No Failure,2024-01-14 04:15:00,2024,1,14,Sunday,11.5,5824.878518766756,Very Low,43.64145658263305,92170.25999999998,12066.599999999999,27.25,119.95833333333333,134.10416666666666,107.66666666666667
L,298.0,309.6,1633,34.8,41,0,No Failure,2024-01-14 04:30:00,2024,1,14,Sunday,11.600000000000023,5951.3656166219835,Very Low,46.925287356321846,92260.8,12693.6,31.5,113.58333333333333,132.45833333333334,105.88541666666667
M,298.1,309.6,1549,38.7,43,0,No Failure,2024-01-14 04:45:00,2024,1,14,Sunday,11.5,6277.888321045577,Very Low,40.02583979328165,92291.76000000001,13312.800000000001,35.75,107.20833333333333,130.8125,104.09375
L,298.0,309.5,1496,45.8,46,0,No Failure,2024-01-14 05:00:00,2024,1,14,Sunday,11.5,7175.435656836461,Very Low,32.66375545851528,92231.0,14237.0,39.25,100.79166666666667,129.16666666666666,102.30208333333333
L,298.1,309.5,1467,41.8,48,0,No Failure,2024-01-14 05:15:00,2024,1,14,Sunday,11.399999999999977,6421.812164879357,Very Low,35.09569377990431,92261.95000000001,14856.0,42.25,94.41666666666667,127.54166666666667,100.52083333333333
M,298.0,309.4,1276,65.9,50,0,No Failure,2024-01-14 05:30:00,2024,1,14,Sunday,11.399999999999977,8806.174597855228,Very Low,19.36267071320182,92201.2,15469.999999999998,44.5,88.0,125.89583333333333,98.73958333333333
H,298.0,309.4,1490,40.5,53,0,No Failure,2024-01-14 05:45:00,2024,1,14,Sunday,11.399999999999977,6319.6422587131365,Low,36.79012345679013,92201.2,16398.199999999997,46.75,81.58333333333333,124.22916666666667,96.94791666666667
H,298.0,309.4,1562,38.1,58,0,No Failure,2024-01-14 06:00:00,2024,1,14,Sunday,11.399999999999977,6232.4271112600545,Low,40.99737532808399,92201.2,17945.199999999997,49.25,75.16666666666667,122.58333333333333,95.13541666666667
L,298.1,309.4,1397,48.2,63,0,No Failure,2024-01-14 06:15:00,2024,1,14,Sunday,11.299999999999955,7051.713304289545,Low,28.983402489626556,92232.14,19492.199999999997,52.25,68.75,120.97916666666667,93.35416666666667
H,298.1,309.5,1530,40.2,65,0,No Failure,2024-01-14 06:30:00,2024,1,14,Sunday,11.399999999999977,6441.228217158177,Low,38.05970149253731,92261.95000000001,20117.5,56.0,62.458333333333336,119.4375,94.01041666666667
M,298.1,309.4,1362,47.6,70,0,No Failure,2024-01-14 06:45:00,2024,1,14,Sunday,11.299999999999955,6789.460455764076,Low,28.61344537815126,92232.14,21658.0,59.75,56.166666666666664,117.89583333333333,94.65625
M,298.2,309.4,1693,34.4,73,0,No Failure,2024-01-14 07:00:00,2024,1,14,Sunday,11.199999999999989,6099.1119302949055,Low,49.21511627906977,92263.07999999999,22586.199999999997,64.0,50.0,116.41666666666667,95.32291666666667
M,298.2,309.4,1408,46.5,76,0,No Failure,2024-01-14 07:15:00,2024,1,14,Sunday,11.199999999999989,6856.56836461126,Low,30.27956989247312,92263.07999999999,23514.399999999998,67.75,43.875,114.89583333333333,95.98958333333333
L,298.2,309.4,1398,52.9,79,0,No Failure,2024-01-14 07:30:00,2024,1,14,Sunday,11.199999999999989,7744.868465147453,Low,26.427221172022684,92263.07999999999,24442.6,71.0,37.75,113.39583333333333,96.65625
M,298.3,309.6,1531,40.1,81,0,No Failure,2024-01-14 07:45:00,2024,1,14,Sunday,11.300000000000011,6429.404741957104,Low,38.17955112219451,92353.68000000001,25077.600000000002,74.5,41.041666666666664,111.91666666666667,97.33333333333333
H,298.3,309.5,1521,37.1,84,0,No Failure,2024-01-14 08:00:00,2024,1,14,Sunday,11.199999999999989,5909.54884383378,Low,40.99730458221024,92323.85,25998.0,77.25,44.333333333333336,110.41666666666667,98.01041666666667
H,298.3,309.5,1427,54.3,89,0,No Failure,2024-01-14 08:15:00,2024,1,14,Sunday,11.199999999999989,8114.747402815013,Low,26.279926335174956,92323.85,27545.5,80.0,47.541666666666664,108.9375,98.66666666666667
L,298.3,309.4,1546,36.1,94,0,No Failure,2024-01-14 08:30:00,2024,1,14,Sunday,11.099999999999966,5844.77630697051,Low,42.825484764542935,92294.01999999999,29083.6,83.25,50.75,107.5,99.35416666666667
L,298.3,309.4,1356,45.4,96,0,No Failure,2024-01-14 08:45:00,2024,1,14,Sunday,11.099999999999966,6447.13471849866,Low,29.867841409691632,92294.01999999999,29702.399999999998,87.0,54.041666666666664,106.10416666666667,100.07291666666667
M,298.5,309.6,1492,41.7,100,0,No Failure,2024-01-14 09:15:00,2024,1,14,Sunday,11.100000000000023,6515.625,Low,35.77937649880096,92415.6,30960.000000000004,90.75,57.333333333333336,104.70833333333333,100.79166666666667
L,298.5,309.6,1582,40.3,103,0,No Failure,2024-01-14 09:30:00,2024,1,14,Sunday,11.100000000000023,6676.713304289544,Medium,39.255583126550874,92415.6,31888.800000000003,94.75,60.708333333333336,103.22916666666667,101.53125
L,298.5,309.6,1419,41.5,105,0,No Failure,2024-01-14 09:45:00,2024,1,14,Sunday,11.100000000000023,6167.110003351207,Medium,34.19277108433735,92415.6,32508.000000000004,98.25,64.08333333333333,101.70833333333333,102.28125
M,298.5,309.6,1441,48.2,107,0,No Failure,2024-01-14 10:00:00,2024,1,14,Sunday,11.100000000000023,7273.814510723861,Medium,29.896265560165972,92415.6,33127.200000000004,101.0,67.45833333333333,100.125,103.03125
M,298.6,309.7,1635,32.2,110,0,No Failure,2024-01-14 10:15:00,2024,1,14,Sunday,11.099999999999966,5513.467660857909,Medium,50.77639751552795,92476.42,34067.0,103.75,70.70833333333333,98.52083333333333,103.77083333333333
L,298.6,309.7,1429,45.8,113,0,No Failure,2024-01-14 10:30:00,2024,1,14,Sunday,11.099999999999966,6854.075904825737,Medium,31.200873362445417,92476.42,34996.1,106.25,73.875,96.91666666666667,104.52083333333333
M,298.6,309.7,1675,28.4,115,0,No Failure,2024-01-14 10:45:00,2024,1,14,Sunday,11.099999999999966,4981.7778150134045,Medium,58.97887323943662,92476.42,35615.5,108.75,76.95833333333333,95.27083333333333,105.27083333333333
M,298.7,309.7,1868,23.8,118,0,No Failure,2024-01-14 11:00:00,2024,1,14,Sunday,11.0,4655.914879356568,Medium,78.48739495798318,92507.39,36544.6,111.25,80.04166666666667,93.625,106.02083333333333
H,298.7,309.8,1582,33.4,121,0,No Failure,2024-01-14 11:15:00,2024,1,14,Sunday,11.100000000000023,5533.553954423592,Medium,47.365269461077844,92537.26,37485.8,114.0,83.16666666666667,91.97916666666667,106.77083333333333
L,298.8,309.9,1486,40.3,126,0,No Failure,2024-01-14 11:30:00,2024,1,14,Sunday,11.099999999999966,6271.552446380697,Medium,36.87344913151365,92598.12,39047.399999999994,116.75,86.29166666666667,90.35416666666667,107.52083333333333
L,298.7,309.8,1402,54.3,128,0,No Failure,2024-01-14 11:45:00,2024,1,14,Sunday,11.100000000000023,7972.582942359249,Medium,25.819521178637203,92537.26,39654.4,120.0,89.54166666666667,88.77083333333333,108.30208333333333
L,298.7,309.9,1621,34.1,130,0,No Failure,2024-01-14 12:00:00,2024,1,14,Sunday,11.199999999999989,5788.80068699732,Medium,47.536656891495596,92567.12999999999,40287.0,123.25,92.79166666666667,87.1875,109.07291666666667
L,298.8,309.9,1428,42.4,132,0,No Failure,2024-01-14 12:15:00,2024,1,14,Sunday,11.099999999999966,6340.817694369973,Medium,33.67924528301887,92598.12,40906.799999999996,126.25,96.0,85.58333333333333,109.83333333333333
M,298.7,309.8,1343,53.6,134,0,No Failure,2024-01-14 12:30:00,2024,1,14,Sunday,11.100000000000023,7538.622654155496,Medium,25.05597014925373,92537.26,41513.200000000004,129.0,99.08333333333333,83.91666666666667,110.58333333333333
M,298.7,309.9,1458,40.2,137,0,No Failure,2024-01-14 12:45:00,2024,1,14,Sunday,11.199999999999989,6138.111595174263,Medium,36.26865671641791,92567.12999999999,42456.299999999996,131.0,102.04166666666667,82.25,111.32291666666667
L,298.7,309.8,1322,57.0,140,0,No Failure,2024-01-14 13:00:00,2024,1,14,Sunday,11.100000000000023,7891.462801608579,Medium,23.19298245614035,92537.26,43372.0,133.25,105.04166666666667,80.60416666666667,112.04166666666667
L,298.7,309.9,1483,32.8,142,0,No Failure,2024-01-14 13:15:00,2024,1,14,Sunday,11.199999999999989,5094.085120643431,Medium,45.213414634146346,92567.12999999999,44005.799999999996,135.75,107.95833333333333,78.97916666666667,112.76041666666667
L,298.6,309.8,1505,45.7,144,0,Random Failures,2024-01-14 13:30:00,2024,1,14,Sunday,11.199999999999989,7202.842241957104,Medium,32.93216630196936,92506.28000000001,44611.200000000004,138.25,110.83333333333333,77.35416666666667,113.46875
L,298.7,309.9,1593,42.5,146,0,No Failure,2024-01-14 13:45:00,2024,1,14,Sunday,11.199999999999989,7090.157925603217,Medium,37.48235294117647,92567.12999999999,45245.399999999994,140.75,113.66666666666667,75.70833333333333,114.17708333333333
L,298.8,310.0,2098,19.6,148,0,No Failure,2024-01-14 14:00:00,2024,1,14,Sunday,11.199999999999989,4306.384048257373,Medium,107.0408163265306,92628.0,45880.0,143.0,116.45833333333333,78.75,114.875
L,298.8,310.0,1672,30.4,150,0,No Failure,2024-01-14 14:15:00,2024,1,14,Sunday,11.199999999999989,5323.0563002680965,Medium,55.0,92628.0,46500.0,145.0,119.25,81.79166666666667,115.54166666666667
L,298.8,310.0,1487,41.4,152,0,No Failure,2024-01-14 14:30:00,2024,1,14,Sunday,11.199999999999989,6447.071883378016,High,35.91787439613527,92628.0,47120.0,147.0,122.0,84.77083333333333,116.20833333333333
L,298.8,310.0,1423,42.1,154,0,No Failure,2024-01-14 14:45:00,2024,1,14,Sunday,11.199999999999989,6273.9087634048265,High,33.80047505938242,92628.0,47740.0,149.0,124.625,87.6875,116.875
L,298.9,310.1,1750,25.0,156,0,No Failure,2024-01-14 15:00:00,2024,1,14,Sunday,11.200000000000045,4581.72754691689,High,70.0,92688.89,48375.600000000006,151.0,127.125,90.58333333333333,117.51041666666667
L,298.9,310.2,1654,31.1,158,0,No Failure,2024-01-14 15:15:00,2024,1,14,Sunday,11.300000000000011,5387.001508042896,High,53.18327974276527,92718.77999999998,49011.6,153.0,129.625,93.47916666666667,118.13541666666667
L,298.9,310.2,1498,50.2,160,0,No Failure,2024-01-14 15:30:00,2024,1,14,Sunday,11.300000000000011,7875.293230563003,High,29.8406374501992,92718.77999999998,49632.0,155.0,132.04166666666666,96.375,118.70833333333333
L,298.9,310.1,1587,30.2,162,0,No Failure,2024-01-14 15:45:00,2024,1,14,Sunday,11.200000000000045,5019.206601876675,High,52.549668874172184,92688.89,50236.200000000004,157.0,134.41666666666666,99.25,119.28125
L,298.9,310.1,1473,42.6,164,0,No Failure,2024-01-14 16:00:00,2024,1,14,Sunday,11.200000000000045,6571.485422252011,High,34.57746478873239,92688.89,50856.4,159.0,136.79166666666666,102.125,119.82291666666667
L,298.9,310.2,1359,56.9,166,0,No Failure,2024-01-14 16:15:00,2024,1,14,Sunday,11.300000000000011,8098.096095844503,High,23.884007029876976,92718.77999999998,51493.2,161.0,139.16666666666666,104.9375,120.36458333333333
M,299.0,310.3,1635,34.5,168,0,No Failure,2024-01-14 16:30:00,2024,1,14,Sunday,11.300000000000011,5907.286779490617,High,47.391304347826086,92779.7,52130.4,163.0,141.5,107.6875,120.89583333333333
L,299.0,310.3,1520,45.0,171,0,No Failure,2024-01-14 16:45:00,2024,1,14,Sunday,11.300000000000011,7163.203753351207,High,33.77777777777778,92779.7,53061.3,165.0,143.79166666666666,110.375,121.41666666666667
L,299.0,310.3,1507,36.7,173,0,No Failure,2024-01-14 17:00:00,2024,1,14,Sunday,11.300000000000011,5792.026223190349,High,41.062670299727515,92779.7,53681.9,167.25,146.125,113.08333333333333,121.94791666666667
L,299.0,310.3,1428,46.3,175,0,No Failure,2024-01-14 17:15:00,2024,1,14,Sunday,11.300000000000011,6924.053284182305,High,30.84233261339093,92779.7,54302.5,169.5,148.41666666666666,115.79166666666667,122.47916666666667
M,299.0,310.3,1582,33.3,177,0,No Failure,2024-01-14 17:30:00,2024,1,14,Sunday,11.300000000000011,5516.986427613941,High,47.50750750750751,92779.7,54923.1,171.75,150.66666666666666,118.47916666666667,123.01041666666667
L,299.0,310.3,1929,24.4,180,0,No Failure,2024-01-14 17:45:00,2024,1,14,Sunday,11.300000000000011,4929.163873994638,High,79.05737704918033,92779.7,55854.0,174.0,152.79166666666666,121.16666666666667,123.53125
M,299.0,310.3,1540,38.1,182,0,No Failure,2024-01-14 18:00:00,2024,1,14,Sunday,11.300000000000011,6144.646447721179,High,40.41994750656168,92779.7,56474.6,176.25,154.95833333333334,123.875,124.05208333333333
